sample,true,geodesic_tasks,geodesic_order,geodesic_ok,stock_tasks,stock_order,stock_ok,geodesic_precision,geodesic_recall,geodesic_f1,geodesic_jaccard,geodesic_hallucination,geodesic_omission,stock_precision,stock_recall,stock_f1,stock_jaccard,stock_hallucination,stock_omission
83,add_liquidity,deposit|withdraw|add_liquidity|remove_liquidity|claim_rewards,remove_liquidity|add_liquidity|claim_rewards|withdraw|deposit,0,deposit|withdraw|add_liquidity|claim_rewards,add_liquidity|claim_rewards|withdraw|deposit,0,0.2,1.0,0.33333333333333337,0.2,0.8,0.0,0.25,1.0,0.4,0.25,0.75,0.0
84,withdraw,deposit|withdraw|borrow,withdraw|borrow|deposit,0,deposit|withdraw|borrow,withdraw|borrow|deposit,0,0.3333333333333333,1.0,0.5,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,1.0,0.5,0.3333333333333333,0.6666666666666666,0.0
85,withdraw|remove_liquidity|deposit,deposit|withdraw|swap|add_liquidity|remove_liquidity,withdraw|swap|add_liquidity|remove_liquidity|deposit,0,deposit|swap,swap|deposit,0,0.6,1.0,0.7499999999999999,0.6,0.4,0.0,0.5,0.3333333333333333,0.4,0.25,0.5,0.6666666666666666
86,borrow|claim_rewards,borrow|swap|add_liquidity|claim_rewards,borrow|swap|claim_rewards|add_liquidity,0,borrow|swap|add_liquidity|claim_rewards,borrow|swap|claim_rewards|add_liquidity,0,0.5,1.0,0.6666666666666666,0.5,0.5,0.0,0.5,1.0,0.6666666666666666,0.5,0.5,0.0
87,claim_rewards|remove_liquidity|repay,deposit|withdraw|repay|add_liquidity|remove_liquidity|claim_rewards,claim_rewards|deposit|remove_liquidity|repay|add_liquidity|withdraw,0,repay,repay,0,0.5,1.0,0.6666666666666666,0.5,0.5,0.0,1.0,0.3333333333333333,0.5,0.3333333333333333,0.0,0.6666666666666666
88,deposit|borrow,deposit|borrow|repay|swap|add_liquidity|remove_liquidity,add_liquidity|deposit|borrow|remove_liquidity|repay|swap,0,borrow,borrow,0,0.3333333333333333,1.0,0.5,0.3333333333333333,0.6666666666666666,0.0,1.0,0.5,0.6666666666666666,0.5,0.0,0.5
89,claim_rewards|remove_liquidity,withdraw|borrow|remove_liquidity|claim_rewards,claim_rewards|remove_liquidity|withdraw|borrow,0,withdraw|remove_liquidity|claim_rewards,claim_rewards|remove_liquidity|withdraw,0,0.5,1.0,0.6666666666666666,0.5,0.5,0.0,0.6666666666666666,1.0,0.8,0.6666666666666666,0.3333333333333333,0.0
90,borrow|claim_rewards,deposit|withdraw|borrow|repay|swap|claim_rewards,borrow|swap|claim_rewards|deposit|withdraw|repay,0,withdraw|borrow|claim_rewards,borrow|claim_rewards|withdraw,0,0.3333333333333333,1.0,0.5,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,1.0,0.8,0.6666666666666666,0.3333333333333333,0.0
91,swap|remove_liquidity|borrow,deposit|withdraw|borrow|repay|swap|add_liquidity|remove_liquidity,withdraw|swap|add_liquidity|repay|remove_liquidity|borrow|deposit,0,withdraw|borrow|swap|add_liquidity,withdraw|swap|add_liquidity|borrow,0,0.42857142857142855,1.0,0.6,0.42857142857142855,0.5714285714285714,0.0,0.5,0.6666666666666666,0.5714285714285715,0.4,0.5,0.3333333333333333
92,withdraw,deposit|withdraw|remove_liquidity|claim_rewards,claim_rewards|withdraw|remove_liquidity|deposit,0,deposit|withdraw|remove_liquidity,withdraw|remove_liquidity|deposit,0,0.25,1.0,0.4,0.25,0.75,0.0,0.3333333333333333,1.0,0.5,0.3333333333333333,0.6666666666666666,0.0
93,add_liquidity,borrow|repay|swap|add_liquidity|claim_rewards,add_liquidity|claim_rewards|swap|borrow|repay,0,borrow|repay|add_liquidity|claim_rewards,add_liquidity|claim_rewards|borrow|repay,0,0.2,1.0,0.33333333333333337,0.2,0.8,0.0,0.25,1.0,0.4,0.25,0.75,0.0
94,deposit|borrow,deposit|borrow|swap|add_liquidity,deposit|swap|borrow|add_liquidity,0,deposit|borrow|swap,deposit|swap|borrow,0,0.5,1.0,0.6666666666666666,0.5,0.5,0.0,0.6666666666666666,1.0,0.8,0.6666666666666666,0.3333333333333333,0.0
95,repay|claim_rewards,deposit|withdraw|borrow|repay|remove_liquidity|claim_rewards,borrow|repay|claim_rewards|withdraw|deposit|remove_liquidity,0,borrow|repay|claim_rewards,borrow|repay|claim_rewards,0,0.3333333333333333,1.0,0.5,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,1.0,0.8,0.6666666666666666,0.3333333333333333,0.0
96,swap,deposit|withdraw|swap|add_liquidity|claim_rewards,claim_rewards|swap|withdraw|deposit|add_liquidity,0,swap|claim_rewards,claim_rewards|swap,0,0.2,1.0,0.33333333333333337,0.2,0.8,0.0,0.5,1.0,0.6666666666666666,0.5,0.5,0.0
97,repay|swap|withdraw,withdraw|borrow|repay|swap|add_liquidity|claim_rewards,repay|swap|add_liquidity|withdraw|borrow|claim_rewards,0,borrow|repay|swap,repay|swap|borrow,0,0.5,1.0,0.6666666666666666,0.5,0.5,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.3333333333333333,0.3333333333333333
98,borrow|add_liquidity,deposit|withdraw|borrow|swap|add_liquidity,swap|borrow|add_liquidity|withdraw|deposit,0,borrow|add_liquidity,borrow|add_liquidity,1,0.4,1.0,0.5714285714285715,0.4,0.6,0.0,1.0,1.0,1.0,1.0,0.0,0.0
99,repay,borrow|repay|add_liquidity|remove_liquidity|claim_rewards,claim_rewards|repay|add_liquidity|remove_liquidity|borrow,0,repay|remove_liquidity,repay|remove_liquidity,0,0.2,1.0,0.33333333333333337,0.2,0.8,0.0,0.5,1.0,0.6666666666666666,0.5,0.5,0.0
100,add_liquidity|borrow|remove_liquidity,deposit|withdraw|borrow|add_liquidity|remove_liquidity|claim_rewards,add_liquidity|claim_rewards|borrow|deposit|remove_liquidity|withdraw,0,withdraw|borrow|add_liquidity|remove_liquidity|claim_rewards,add_liquidity|claim_rewards|borrow|remove_liquidity|withdraw,0,0.5,1.0,0.6666666666666666,0.5,0.5,0.0,0.6,1.0,0.7499999999999999,0.6,0.4,0.0
