sample,true,geodesic_tasks,geodesic_order,geodesic_ok,stock_tasks,stock_order,stock_ok,geodesic_precision,geodesic_recall,geodesic_f1,geodesic_jaccard,geodesic_hallucination,geodesic_omission,stock_precision,stock_recall,stock_f1,stock_jaccard,stock_hallucination,stock_omission
123,claim_rewards|borrow,borrow|claim_rewards,claim_rewards|borrow,1,borrow|claim_rewards,claim_rewards|borrow,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
124,swap|borrow,borrow|swap,swap|borrow,1,borrow|swap,swap|borrow,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
125,remove_liquidity|repay,repay|remove_liquidity,remove_liquidity|repay,1,repay|remove_liquidity,remove_liquidity|repay,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
126,deposit|add_liquidity,deposit|add_liquidity,deposit|add_liquidity,1,deposit|add_liquidity,deposit|add_liquidity,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
127,withdraw|claim_rewards,withdraw|claim_rewards,withdraw|claim_rewards,1,withdraw|claim_rewards,withdraw|claim_rewards,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
128,borrow|claim_rewards|deposit,deposit|borrow|claim_rewards,borrow|claim_rewards|deposit,1,deposit|borrow|claim_rewards,borrow|claim_rewards|deposit,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
129,withdraw,withdraw,withdraw,1,withdraw,withdraw,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
130,claim_rewards|deposit,deposit|claim_rewards,claim_rewards|deposit,1,deposit|claim_rewards,claim_rewards|deposit,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
131,remove_liquidity|borrow|repay,borrow|repay|swap|remove_liquidity,remove_liquidity|borrow|swap|repay,0,borrow|repay|remove_liquidity,remove_liquidity|borrow|repay,1,0.75,1.0,0.8571428571428571,0.75,0.25,0.0,1.0,1.0,1.0,1.0,0.0,0.0
132,claim_rewards|borrow|withdraw,withdraw|borrow|swap|claim_rewards,claim_rewards|borrow|swap|withdraw,0,withdraw|borrow|claim_rewards,claim_rewards|borrow|withdraw,1,0.75,1.0,0.8571428571428571,0.75,0.25,0.0,1.0,1.0,1.0,1.0,0.0,0.0
133,add_liquidity|repay|borrow,borrow|repay|swap|add_liquidity|claim_rewards,add_liquidity|claim_rewards|repay|borrow|swap,0,borrow|repay|add_liquidity,add_liquidity|repay|borrow,1,0.6,1.0,0.7499999999999999,0.6,0.4,0.0,1.0,1.0,1.0,1.0,0.0,0.0
134,add_liquidity|repay|claim_rewards,repay|add_liquidity|claim_rewards,add_liquidity|repay|claim_rewards,1,repay|add_liquidity|claim_rewards,add_liquidity|repay|claim_rewards,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
135,repay|withdraw|add_liquidity,withdraw|repay|add_liquidity|claim_rewards,repay|withdraw|add_liquidity|claim_rewards,0,withdraw|repay|add_liquidity,repay|withdraw|add_liquidity,1,0.75,1.0,0.8571428571428571,0.75,0.25,0.0,1.0,1.0,1.0,1.0,0.0,0.0
136,remove_liquidity,remove_liquidity,remove_liquidity,1,remove_liquidity,remove_liquidity,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
137,swap|remove_liquidity,swap|remove_liquidity,swap|remove_liquidity,1,swap|remove_liquidity,swap|remove_liquidity,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
138,add_liquidity|remove_liquidity|repay,repay|add_liquidity|remove_liquidity,add_liquidity|remove_liquidity|repay,1,repay|add_liquidity|remove_liquidity,add_liquidity|remove_liquidity|repay,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
139,remove_liquidity|borrow|add_liquidity,borrow|add_liquidity|remove_liquidity,remove_liquidity|borrow|add_liquidity,1,borrow|add_liquidity|remove_liquidity,remove_liquidity|borrow|add_liquidity,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
140,swap|deposit,deposit|swap,swap|deposit,1,deposit|swap,swap|deposit,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
141,withdraw,withdraw,withdraw,1,withdraw,withdraw,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
142,borrow|remove_liquidity|deposit,deposit|borrow|swap|remove_liquidity,borrow|swap|remove_liquidity|deposit,0,deposit|borrow|remove_liquidity,borrow|remove_liquidity|deposit,1,0.75,1.0,0.8571428571428571,0.75,0.25,0.0,1.0,1.0,1.0,1.0,0.0,0.0
143,repay|withdraw|claim_rewards,withdraw|repay|claim_rewards,repay|withdraw|claim_rewards,1,withdraw|repay|claim_rewards,repay|withdraw|claim_rewards,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
144,claim_rewards,claim_rewards,claim_rewards,1,claim_rewards,claim_rewards,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
145,borrow|swap,borrow|swap,borrow|swap,1,borrow|swap,borrow|swap,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
146,claim_rewards|withdraw|remove_liquidity,withdraw|remove_liquidity|claim_rewards,claim_rewards|withdraw|remove_liquidity,1,withdraw|remove_liquidity|claim_rewards,claim_rewards|withdraw|remove_liquidity,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
147,claim_rewards|add_liquidity,add_liquidity|claim_rewards,claim_rewards|add_liquidity,1,add_liquidity|claim_rewards,claim_rewards|add_liquidity,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
148,repay|add_liquidity|borrow,borrow|repay|add_liquidity,repay|add_liquidity|borrow,1,borrow|repay|add_liquidity,repay|add_liquidity|borrow,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
149,repay|remove_liquidity|borrow,borrow|repay|remove_liquidity,repay|remove_liquidity|borrow,1,borrow|repay|remove_liquidity,repay|remove_liquidity|borrow,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
150,swap|borrow|add_liquidity,borrow|swap|add_liquidity,swap|borrow|add_liquidity,1,borrow|swap|add_liquidity,swap|borrow|add_liquidity,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
151,borrow|withdraw,withdraw|borrow,borrow|withdraw,1,withdraw|borrow,borrow|withdraw,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
152,claim_rewards|swap|borrow,borrow|swap|claim_rewards,claim_rewards|swap|borrow,1,borrow|swap|claim_rewards,claim_rewards|swap|borrow,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
153,remove_liquidity|deposit,deposit|remove_liquidity,remove_liquidity|deposit,1,deposit|remove_liquidity,remove_liquidity|deposit,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
154,add_liquidity,add_liquidity,add_liquidity,1,add_liquidity,add_liquidity,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
155,claim_rewards|withdraw,withdraw|claim_rewards,claim_rewards|withdraw,1,withdraw|claim_rewards,claim_rewards|withdraw,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
156,swap|borrow|deposit,deposit|borrow|swap,swap|borrow|deposit,1,deposit|borrow|swap,swap|borrow|deposit,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
157,swap,swap,swap,1,swap,swap,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
158,claim_rewards|repay,repay|claim_rewards,claim_rewards|repay,1,repay|claim_rewards,claim_rewards|repay,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
159,remove_liquidity|borrow|deposit,deposit|borrow|remove_liquidity,remove_liquidity|borrow|deposit,1,deposit|borrow|remove_liquidity,remove_liquidity|borrow|deposit,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
160,borrow|claim_rewards,borrow|claim_rewards,borrow|claim_rewards,1,borrow|claim_rewards,borrow|claim_rewards,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
161,repay|borrow,borrow|repay,repay|borrow,1,borrow|repay,repay|borrow,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
162,repay|add_liquidity,repay|add_liquidity,repay|add_liquidity,1,repay|add_liquidity,repay|add_liquidity,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
163,repay|add_liquidity|claim_rewards,repay|add_liquidity|claim_rewards,repay|add_liquidity|claim_rewards,1,repay|add_liquidity|claim_rewards,repay|add_liquidity|claim_rewards,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
164,deposit|claim_rewards|repay,deposit|repay|claim_rewards,deposit|claim_rewards|repay,1,deposit|repay|claim_rewards,deposit|claim_rewards|repay,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
165,borrow|add_liquidity,borrow|add_liquidity,borrow|add_liquidity,1,borrow|add_liquidity,borrow|add_liquidity,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
166,claim_rewards|remove_liquidity|add_liquidity,add_liquidity|remove_liquidity|claim_rewards,claim_rewards|remove_liquidity|add_liquidity,1,add_liquidity|remove_liquidity|claim_rewards,claim_rewards|remove_liquidity|add_liquidity,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
167,add_liquidity|remove_liquidity|swap,swap|add_liquidity|remove_liquidity,add_liquidity|remove_liquidity|swap,1,swap|add_liquidity|remove_liquidity,add_liquidity|remove_liquidity|swap,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
168,claim_rewards,claim_rewards,claim_rewards,1,claim_rewards,claim_rewards,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
169,borrow|deposit|claim_rewards,deposit|borrow|swap|claim_rewards,borrow|swap|deposit|claim_rewards,0,deposit|borrow|claim_rewards,borrow|deposit|claim_rewards,1,0.75,1.0,0.8571428571428571,0.75,0.25,0.0,1.0,1.0,1.0,1.0,0.0,0.0
170,claim_rewards,claim_rewards,claim_rewards,1,claim_rewards,claim_rewards,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
171,borrow,borrow|swap,borrow|swap,0,borrow,borrow,1,0.5,1.0,0.6666666666666666,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.0
172,withdraw,withdraw,withdraw,1,withdraw,withdraw,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
173,deposit,deposit,deposit,1,deposit,deposit,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
174,claim_rewards|repay|borrow,borrow|repay|swap|claim_rewards,claim_rewards|repay|borrow|swap,0,borrow|repay|claim_rewards,claim_rewards|repay|borrow,1,0.75,1.0,0.8571428571428571,0.75,0.25,0.0,1.0,1.0,1.0,1.0,0.0,0.0
175,withdraw|borrow|deposit,deposit|withdraw|borrow,withdraw|borrow|deposit,1,deposit|withdraw|borrow,withdraw|borrow|deposit,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
176,remove_liquidity|borrow|claim_rewards,borrow|remove_liquidity|claim_rewards,remove_liquidity|borrow|claim_rewards,1,borrow|remove_liquidity|claim_rewards,remove_liquidity|borrow|claim_rewards,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
177,deposit|swap|repay,deposit|repay|swap,deposit|swap|repay,1,deposit|repay|swap,deposit|swap|repay,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
178,add_liquidity,add_liquidity|claim_rewards,add_liquidity|claim_rewards,0,add_liquidity,add_liquidity,1,0.5,1.0,0.6666666666666666,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.0
179,withdraw|borrow|swap,withdraw|borrow|swap,withdraw|borrow|swap,1,withdraw|borrow|swap,withdraw|borrow|swap,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
180,repay,repay,repay,1,repay,repay,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
181,borrow,borrow,borrow,1,borrow,borrow,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
182,withdraw,withdraw,withdraw,1,withdraw,withdraw,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
183,add_liquidity|deposit,deposit|add_liquidity,add_liquidity|deposit,1,deposit|add_liquidity,add_liquidity|deposit,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
184,add_liquidity|claim_rewards|borrow,borrow|swap|add_liquidity|claim_rewards,add_liquidity|claim_rewards|borrow|swap,0,borrow|add_liquidity|claim_rewards,add_liquidity|claim_rewards|borrow,1,0.75,1.0,0.8571428571428571,0.75,0.25,0.0,1.0,1.0,1.0,1.0,0.0,0.0
185,repay,repay,repay,1,repay,repay,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
186,repay|deposit,deposit|repay,repay|deposit,1,deposit|repay,repay|deposit,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
187,deposit|borrow,deposit|borrow,deposit|borrow,1,deposit|borrow,deposit|borrow,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
188,remove_liquidity|add_liquidity,add_liquidity|remove_liquidity,remove_liquidity|add_liquidity,1,add_liquidity|remove_liquidity,remove_liquidity|add_liquidity,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
189,remove_liquidity|claim_rewards,remove_liquidity|claim_rewards,remove_liquidity|claim_rewards,1,remove_liquidity|claim_rewards,remove_liquidity|claim_rewards,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
190,remove_liquidity,remove_liquidity,remove_liquidity,1,remove_liquidity,remove_liquidity,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
191,borrow,borrow|swap,borrow|swap,0,borrow,borrow,1,0.5,1.0,0.6666666666666666,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.0
192,borrow|deposit,deposit|borrow|swap,borrow|swap|deposit,0,deposit|borrow,borrow|deposit,1,0.6666666666666666,1.0,0.8,0.6666666666666666,0.3333333333333333,0.0,1.0,1.0,1.0,1.0,0.0,0.0
193,swap,swap,swap,1,swap,swap,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
194,remove_liquidity|withdraw|add_liquidity,withdraw|add_liquidity|remove_liquidity|claim_rewards,remove_liquidity|withdraw|add_liquidity|claim_rewards,0,withdraw|add_liquidity|remove_liquidity,remove_liquidity|withdraw|add_liquidity,1,0.75,1.0,0.8571428571428571,0.75,0.25,0.0,1.0,1.0,1.0,1.0,0.0,0.0
195,deposit|swap,deposit|swap,deposit|swap,1,deposit|swap,deposit|swap,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
196,swap|remove_liquidity|repay,repay|swap|remove_liquidity,swap|remove_liquidity|repay,1,repay|swap|remove_liquidity,swap|remove_liquidity|repay,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
197,deposit|withdraw|repay,deposit|withdraw|repay,deposit|withdraw|repay,1,deposit|withdraw|repay,deposit|withdraw|repay,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
198,claim_rewards|repay|borrow,borrow|repay|swap|claim_rewards,claim_rewards|repay|borrow|swap,0,borrow|repay|claim_rewards,claim_rewards|repay|borrow,1,0.75,1.0,0.8571428571428571,0.75,0.25,0.0,1.0,1.0,1.0,1.0,0.0,0.0
199,withdraw|deposit|claim_rewards,deposit|withdraw|claim_rewards,withdraw|deposit|claim_rewards,1,deposit|withdraw|claim_rewards,withdraw|deposit|claim_rewards,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
200,add_liquidity|claim_rewards|repay,repay|add_liquidity|claim_rewards,add_liquidity|claim_rewards|repay,1,repay|add_liquidity|claim_rewards,add_liquidity|claim_rewards|repay,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
