i,truth,keep,order,acc_exact,precision,recall,f1,hallucination,omission,abstain,conf,smax,smed
91,"repay,remove_liquidity,withdraw","deposit,withdraw,borrow,repay,swap,add_liquidity,remove_liquidity,claim_rewards","borrow,repay,claim_rewards,remove_liquidity,add_liquidity,withdraw,deposit,swap",0.0,0.375,1.0,0.5454545454545454,1.0,0.0,0.0,0.0025837300894184173,0.9663476073366675,0.9638508259467516
92,"deposit,repay,withdraw","deposit,withdraw,borrow,repay,swap,add_liquidity,remove_liquidity,claim_rewards","deposit,repay,withdraw,add_liquidity,claim_rewards,swap,remove_liquidity,borrow",0.0,0.375,1.0,0.5454545454545454,1.0,0.0,0.0,0.007251134499066179,0.9663122744079856,0.9593054141381475
93,"repay,claim_rewards,remove_liquidity","deposit,withdraw,borrow,repay,swap,add_liquidity,remove_liquidity,claim_rewards","deposit,add_liquidity,repay,withdraw,claim_rewards,swap,remove_liquidity,borrow",0.0,0.375,1.0,0.5454545454545454,1.0,0.0,0.0,0.008355098713922102,0.9660550797580281,0.9579835942035555
94,"add_liquidity,borrow,repay","deposit,withdraw,borrow,repay,swap,add_liquidity,remove_liquidity,claim_rewards","withdraw,remove_liquidity,add_liquidity,claim_rewards,deposit,borrow,swap,repay",0.0,0.375,1.0,0.5454545454545454,1.0,0.0,0.0,0.0013468540501007937,0.965948977821684,0.9646479855287128
95,"withdraw,deposit","deposit,withdraw,borrow,repay,swap,add_liquidity,remove_liquidity,claim_rewards","swap,remove_liquidity,withdraw,deposit,add_liquidity,repay,claim_rewards,borrow",0.0,0.25,1.0,0.4,1.0,0.0,0.0,0.024849784139249608,0.9655403175784358,0.9415468491088443
96,swap,"deposit,withdraw,borrow,repay,swap,add_liquidity,remove_liquidity,claim_rewards","borrow,add_liquidity,swap,deposit,repay,remove_liquidity,withdraw,claim_rewards",0.0,0.125,1.0,0.2222222222222222,1.0,0.0,0.0,0.011264518464218973,0.9652171177364453,0.9543444116917116
97,add_liquidity,"deposit,withdraw,borrow,repay,swap,add_liquidity,remove_liquidity,claim_rewards","remove_liquidity,borrow,add_liquidity,claim_rewards,repay,swap,deposit,withdraw",0.0,0.125,1.0,0.2222222222222222,1.0,0.0,0.0,0.0022044312828757478,0.966195191560802,0.9640652806551591
98,"repay,withdraw,swap","deposit,withdraw,borrow,repay,swap,add_liquidity,remove_liquidity,claim_rewards","add_liquidity,repay,remove_liquidity,withdraw,deposit,swap,borrow,claim_rewards",0.0,0.375,1.0,0.5454545454545454,1.0,0.0,0.0,0.006627828211890929,0.9657656800470737,0.9593647510267751
99,deposit,"deposit,withdraw,borrow,repay,swap,add_liquidity,remove_liquidity,claim_rewards","claim_rewards,deposit,borrow,remove_liquidity,withdraw,repay,swap,add_liquidity",0.0,0.125,1.0,0.2222222222222222,1.0,0.0,0.0,0.01872416809276705,0.9655503516250832,0.9474712245392061
100,"remove_liquidity,add_liquidity","deposit,withdraw,borrow,repay,swap,add_liquidity,remove_liquidity,claim_rewards","swap,claim_rewards,remove_liquidity,borrow,add_liquidity,deposit,withdraw,repay",0.0,0.25,1.0,0.4,1.0,0.0,0.0,0.011550681547627145,0.9659508645704107,0.9547934737430912
101,repay,"deposit,withdraw,borrow,repay,swap,add_liquidity,remove_liquidity,claim_rewards","swap,withdraw,add_liquidity,repay,deposit,borrow,claim_rewards,remove_liquidity",0.0,0.125,1.0,0.2222222222222222,1.0,0.0,0.0,0.018836102889848043,0.9656987017163212,0.9475087016101811
102,"deposit,add_liquidity","deposit,withdraw,borrow,repay,swap,add_liquidity,remove_liquidity,claim_rewards","deposit,withdraw,add_liquidity,claim_rewards,swap,borrow,remove_liquidity,repay",0.0,0.25,1.0,0.4,1.0,0.0,0.0,0.0034649048882476586,0.9662459366457967,0.9628979863766598
103,repay,"deposit,withdraw,borrow,repay,swap,add_liquidity,remove_liquidity,claim_rewards","withdraw,add_liquidity,repay,deposit,borrow,claim_rewards,remove_liquidity,swap",0.0,0.125,1.0,0.2222222222222222,1.0,0.0,0.0,0.011278262402565926,0.9659480167381831,0.9550538015381604
104,repay,"deposit,withdraw,borrow,repay,swap,add_liquidity,remove_liquidity,claim_rewards","remove_liquidity,claim_rewards,swap,repay,borrow,withdraw,deposit,add_liquidity",0.0,0.125,1.0,0.2222222222222222,1.0,0.0,0.0,0.016389577759031142,0.9660198896111124,0.950187231513544
105,"withdraw,claim_rewards","deposit,withdraw,borrow,repay,swap,add_liquidity,remove_liquidity,claim_rewards","deposit,withdraw,add_liquidity,swap,claim_rewards,repay,remove_liquidity,borrow",0.0,0.25,1.0,0.4,1.0,0.0,0.0,0.009009254779756453,0.9659971339298681,0.9572942196337704
106,"borrow,deposit","deposit,withdraw,borrow,repay,swap,add_liquidity,remove_liquidity,claim_rewards","add_liquidity,repay,borrow,swap,deposit,remove_liquidity,claim_rewards,withdraw",0.0,0.25,1.0,0.4,1.0,0.0,0.0,0.01618947773390775,0.9657995923249776,0.950163801329599
107,"remove_liquidity,borrow","deposit,withdraw,borrow,repay,swap,add_liquidity,remove_liquidity,claim_rewards","claim_rewards,deposit,remove_liquidity,borrow,swap,repay,withdraw,add_liquidity",0.0,0.25,1.0,0.4,1.0,0.0,0.0,0.004669591738852369,0.9656501639680852,0.9611409719397938
108,"borrow,claim_rewards,repay","deposit,withdraw,borrow,repay,swap,add_liquidity,remove_liquidity,claim_rewards","add_liquidity,remove_liquidity,swap,borrow,claim_rewards,deposit,repay,withdraw",0.0,0.375,1.0,0.5454545454545454,1.0,0.0,0.0,0.001179974558576109,0.9660678059321993,0.9649278704993387
109,claim_rewards,"deposit,withdraw,borrow,repay,swap,add_liquidity,remove_liquidity,claim_rewards","claim_rewards,withdraw,remove_liquidity,borrow,repay,swap,deposit,add_liquidity",0.0,0.125,1.0,0.2222222222222222,1.0,0.0,0.0,0.010359929632383575,0.9652538991865689,0.9552539367136018
110,"add_liquidity,repay","deposit,withdraw,borrow,repay,swap,add_liquidity,remove_liquidity,claim_rewards","add_liquidity,withdraw,claim_rewards,repay,borrow,remove_liquidity,swap,deposit",0.0,0.25,1.0,0.4,1.0,0.0,0.0,0.0004985037765120674,0.9657797021274995,0.9652982572987098
111,"claim_rewards,swap","deposit,withdraw,borrow,repay,swap,add_liquidity,remove_liquidity,claim_rewards","remove_liquidity,claim_rewards,borrow,withdraw,swap,add_liquidity,deposit,repay",0.0,0.25,1.0,0.4,1.0,0.0,0.0,0.006857067215091084,0.9657420912462135,0.9591199328140887
112,"remove_liquidity,repay","deposit,withdraw,borrow,repay,swap,add_liquidity,remove_liquidity,claim_rewards","withdraw,deposit,remove_liquidity,swap,repay,borrow,add_liquidity,claim_rewards",0.0,0.25,1.0,0.4,1.0,0.0,0.0,0.00115746604673469,0.9655177637030071,0.9644002096740005
113,"withdraw,repay","deposit,withdraw,borrow,repay,swap,add_liquidity,remove_liquidity,claim_rewards","claim_rewards,withdraw,swap,repay,borrow,remove_liquidity,deposit,add_liquidity",0.0,0.25,1.0,0.4,1.0,0.0,0.0,0.019457405931762702,0.965997921431653,0.9472021077450988
114,add_liquidity,"deposit,withdraw,borrow,repay,swap,add_liquidity,remove_liquidity,claim_rewards","add_liquidity,swap,claim_rewards,withdraw,borrow,remove_liquidity,repay,deposit",0.0,0.125,1.0,0.2222222222222222,1.0,0.0,0.0,0.018541666556135705,0.9651715863748326,0.9472756966507954
115,"add_liquidity,swap,remove_liquidity","deposit,withdraw,borrow,repay,swap,add_liquidity,remove_liquidity,claim_rewards","repay,withdraw,add_liquidity,deposit,swap,claim_rewards,remove_liquidity,borrow",0.0,0.375,1.0,0.5454545454545454,1.0,0.0,0.0,0.002561399603617489,0.9659479936415496,0.9634738148335185
116,withdraw,"deposit,withdraw,borrow,repay,swap,add_liquidity,remove_liquidity,claim_rewards","deposit,withdraw,remove_liquidity,swap,repay,add_liquidity,claim_rewards,borrow",0.0,0.125,1.0,0.2222222222222222,1.0,0.0,0.0,0.0014972885099762499,0.9660848411825977,0.9646383334502313
117,"repay,borrow,swap","deposit,withdraw,borrow,repay,swap,add_liquidity,remove_liquidity,claim_rewards","deposit,withdraw,add_liquidity,repay,borrow,swap,remove_liquidity,claim_rewards",0.0,0.375,1.0,0.5454545454545454,1.0,0.0,0.0,0.015320264004852611,0.9661511741763077,0.951349483119313
118,withdraw,"deposit,withdraw,borrow,repay,swap,add_liquidity,remove_liquidity,claim_rewards","claim_rewards,withdraw,repay,add_liquidity,remove_liquidity,borrow,swap,deposit",0.0,0.125,1.0,0.2222222222222222,1.0,0.0,0.0,0.020131182776752087,0.9651865293139741,0.9457561828786754
119,"remove_liquidity,deposit","deposit,withdraw,borrow,repay,swap,add_liquidity,remove_liquidity,claim_rewards","withdraw,remove_liquidity,deposit,add_liquidity,swap,claim_rewards,borrow,repay",0.0,0.25,1.0,0.4,1.0,0.0,0.0,0.0008125875150743424,0.965470614567833,0.9646860852002632
120,"borrow,swap","deposit,withdraw,borrow,repay,swap,add_liquidity,remove_liquidity,claim_rewards","remove_liquidity,deposit,borrow,claim_rewards,repay,swap,withdraw,add_liquidity",0.0,0.25,1.0,0.4,1.0,0.0,0.0,0.011421340666918203,0.965457239688197,0.9544304236543641
121,add_liquidity,"deposit,withdraw,borrow,repay,swap,add_liquidity,remove_liquidity,claim_rewards","remove_liquidity,swap,add_liquidity,claim_rewards,withdraw,borrow,repay,deposit",0.0,0.125,1.0,0.2222222222222222,1.0,0.0,0.0,0.002338935623340257,0.9662908525566196,0.9640307604590648
122,"deposit,swap","deposit,withdraw,borrow,repay,swap,add_liquidity,remove_liquidity,claim_rewards","borrow,remove_liquidity,claim_rewards,deposit,add_liquidity,swap,repay,withdraw",0.0,0.25,1.0,0.4,1.0,0.0,0.0,0.0013638629004705377,0.9657992011901111,0.9644819834903025
123,"deposit,claim_rewards","deposit,withdraw,borrow,repay,swap,add_liquidity,remove_liquidity,claim_rewards","add_liquidity,remove_liquidity,withdraw,deposit,repay,claim_rewards,borrow,swap",0.0,0.25,1.0,0.4,1.0,0.0,0.0,0.011430168639078572,0.9661634152160203,0.9551200044471817
124,"add_liquidity,borrow","deposit,withdraw,borrow,repay,swap,add_liquidity,remove_liquidity,claim_rewards","withdraw,remove_liquidity,deposit,add_liquidity,claim_rewards,borrow,swap,repay",0.0,0.25,1.0,0.4,1.0,0.0,0.0,0.00243416361978984,0.9656409773197602,0.9632904491829877
125,"deposit,swap,borrow","deposit,withdraw,borrow,repay,swap,add_liquidity,remove_liquidity,claim_rewards","deposit,claim_rewards,swap,withdraw,borrow,repay,remove_liquidity,add_liquidity",0.0,0.375,1.0,0.5454545454545454,1.0,0.0,0.0,0.017707758578857105,0.966066019265946,0.9489591554255294
126,"withdraw,borrow","deposit,withdraw,borrow,repay,swap,add_liquidity,remove_liquidity,claim_rewards","remove_liquidity,swap,withdraw,deposit,borrow,repay,claim_rewards,add_liquidity",0.0,0.25,1.0,0.4,1.0,0.0,0.0,0.013059726756975507,0.9661644886746832,0.9535466444502858
127,repay,"deposit,withdraw,borrow,repay,swap,add_liquidity,remove_liquidity,claim_rewards","withdraw,borrow,add_liquidity,repay,deposit,swap,claim_rewards,remove_liquidity",0.0,0.125,1.0,0.2222222222222222,1.0,0.0,0.0,0.010282780371559452,0.9655902185382266,0.9556612663920616
128,repay,"deposit,withdraw,borrow,repay,swap,add_liquidity,remove_liquidity,claim_rewards","deposit,remove_liquidity,repay,swap,add_liquidity,withdraw,borrow,claim_rewards",0.0,0.125,1.0,0.2222222222222222,1.0,0.0,0.0,0.01267914006330196,0.9655068574842991,0.9532650608061645
129,add_liquidity,"deposit,withdraw,borrow,repay,swap,add_liquidity,remove_liquidity,claim_rewards","repay,swap,withdraw,deposit,add_liquidity,claim_rewards,borrow,remove_liquidity",0.0,0.125,1.0,0.2222222222222222,1.0,0.0,0.0,0.006970433447719947,0.9651820429116069,0.9584543057165502
130,"add_liquidity,borrow,remove_liquidity","deposit,withdraw,borrow,repay,swap,add_liquidity,remove_liquidity,claim_rewards","swap,add_liquidity,withdraw,deposit,borrow,claim_rewards,remove_liquidity,repay",0.0,0.375,1.0,0.5454545454545454,1.0,0.0,0.0,0.004721644301908899,0.9652436787762954,0.960686141460443
131,"borrow,withdraw,swap","deposit,withdraw,borrow,repay,swap,add_liquidity,remove_liquidity,claim_rewards","deposit,borrow,claim_rewards,remove_liquidity,withdraw,swap,add_liquidity,repay",0.0,0.375,1.0,0.5454545454545454,1.0,0.0,0.0,0.008057639475722852,0.9660425798656562,0.9582585570388935
132,"remove_liquidity,claim_rewards","deposit,withdraw,borrow,repay,swap,add_liquidity,remove_liquidity,claim_rewards","swap,remove_liquidity,withdraw,claim_rewards,add_liquidity,repay,deposit,borrow",0.0,0.25,1.0,0.4,1.0,0.0,0.0,0.020377762890941592,0.9660067674105239,0.9463217105531669
133,"remove_liquidity,deposit","deposit,withdraw,borrow,repay,swap,add_liquidity,remove_liquidity,claim_rewards","withdraw,remove_liquidity,repay,add_liquidity,deposit,borrow,swap,claim_rewards",0.0,0.25,1.0,0.4,1.0,0.0,0.0,0.015295757526285212,0.9652739754849726,0.9505093788095058
134,deposit,"deposit,withdraw,borrow,repay,swap,add_liquidity,remove_liquidity,claim_rewards","deposit,swap,claim_rewards,remove_liquidity,borrow,withdraw,repay,add_liquidity",0.0,0.125,1.0,0.2222222222222222,1.0,0.0,0.0,0.01653172384488832,0.9653461506449376,0.949387314667733
135,"add_liquidity,deposit,repay","deposit,withdraw,borrow,repay,swap,add_liquidity,remove_liquidity,claim_rewards","swap,remove_liquidity,add_liquidity,claim_rewards,withdraw,deposit,repay,borrow",0.0,0.375,1.0,0.5454545454545454,1.0,0.0,0.0,0.00407905460061215,0.9661855116725836,0.9622443882161467
136,"add_liquidity,repay","deposit,withdraw,borrow,repay,swap,add_liquidity,remove_liquidity,claim_rewards","borrow,claim_rewards,add_liquidity,remove_liquidity,swap,repay,deposit,withdraw",0.0,0.25,1.0,0.4,1.0,0.0,0.0,0.01636349833204478,0.9651637239664814,0.9493702689791894
137,"add_liquidity,remove_liquidity","deposit,withdraw,borrow,repay,swap,add_liquidity,remove_liquidity,claim_rewards","deposit,add_liquidity,remove_liquidity,borrow,withdraw,claim_rewards,swap,repay",0.0,0.25,1.0,0.4,1.0,0.0,0.0,0.012580718317478435,0.9657358765518652,0.9535862255198705
138,"withdraw,remove_liquidity","deposit,withdraw,borrow,repay,swap,add_liquidity,remove_liquidity,claim_rewards","withdraw,borrow,repay,claim_rewards,add_liquidity,swap,remove_liquidity,deposit",0.0,0.25,1.0,0.4,1.0,0.0,0.0,0.012630507547502005,0.9663762464310879,0.9541704239568007
139,"remove_liquidity,add_liquidity","deposit,withdraw,borrow,repay,swap,add_liquidity,remove_liquidity,claim_rewards","swap,remove_liquidity,repay,add_liquidity,claim_rewards,borrow,deposit,withdraw",0.0,0.25,1.0,0.4,1.0,0.0,0.0,0.0009325463142623589,0.9659359204700135,0.9650351404875647
140,borrow,"deposit,withdraw,borrow,repay,swap,add_liquidity,remove_liquidity,claim_rewards","withdraw,claim_rewards,borrow,deposit,add_liquidity,swap,repay,remove_liquidity",0.0,0.125,1.0,0.2222222222222222,1.0,0.0,0.0,0.01778180543921055,0.9659291378049293,0.9487531738083999
141,"add_liquidity,remove_liquidity,deposit","deposit,withdraw,borrow,repay,swap,add_liquidity,remove_liquidity,claim_rewards","add_liquidity,repay,remove_liquidity,claim_rewards,withdraw,borrow,deposit,swap",0.0,0.375,1.0,0.5454545454545454,1.0,0.0,0.0,0.0020911713253524795,0.9662129336033253,0.9641924168223872
142,"claim_rewards,remove_liquidity,borrow","deposit,withdraw,borrow,repay,swap,add_liquidity,remove_liquidity,claim_rewards","swap,deposit,withdraw,claim_rewards,remove_liquidity,repay,borrow,add_liquidity",0.0,0.375,1.0,0.5454545454545454,1.0,0.0,0.0,0.01088878900226453,0.9659333601442739,0.9554155155954036
143,borrow,"deposit,withdraw,borrow,repay,swap,add_liquidity,remove_liquidity,claim_rewards","deposit,swap,claim_rewards,borrow,withdraw,remove_liquidity,repay,add_liquidity",0.0,0.125,1.0,0.2222222222222222,1.0,0.0,0.0,0.01986061007383818,0.9650912252995166,0.9459239247881404
144,deposit,"deposit,withdraw,borrow,repay,swap,add_liquidity,remove_liquidity,claim_rewards","deposit,swap,repay,remove_liquidity,borrow,claim_rewards,withdraw,add_liquidity",0.0,0.125,1.0,0.2222222222222222,1.0,0.0,0.0,0.009341629917443894,0.9657849645229936,0.9567629588045787
145,"remove_liquidity,repay,add_liquidity","deposit,withdraw,borrow,repay,swap,add_liquidity,remove_liquidity,claim_rewards","swap,remove_liquidity,deposit,withdraw,repay,add_liquidity,claim_rewards,borrow",0.0,0.375,1.0,0.5454545454545454,1.0,0.0,0.0,0.0014967157591988546,0.9666169334343123,0.9651701826369312
146,add_liquidity,"deposit,withdraw,borrow,repay,swap,add_liquidity,remove_liquidity,claim_rewards","borrow,withdraw,add_liquidity,deposit,remove_liquidity,swap,claim_rewards,repay",0.0,0.125,1.0,0.2222222222222222,1.0,0.0,0.0,0.010894277151756391,0.9657528967507293,0.9552317170334044
147,remove_liquidity,"deposit,withdraw,borrow,repay,swap,add_liquidity,remove_liquidity,claim_rewards","deposit,add_liquidity,borrow,swap,remove_liquidity,withdraw,repay,claim_rewards",0.0,0.125,1.0,0.2222222222222222,1.0,0.0,0.0,0.014564527092706428,0.966150740608472,0.9520792119712269
148,"repay,borrow","deposit,withdraw,borrow,repay,swap,add_liquidity,remove_liquidity,claim_rewards","deposit,claim_rewards,repay,add_liquidity,remove_liquidity,borrow,swap,withdraw",0.0,0.25,1.0,0.4,1.0,0.0,0.0,0.009662862273072781,0.9658176377174782,0.9564850749033
149,"add_liquidity,deposit,withdraw","deposit,withdraw,borrow,repay,swap,add_liquidity,remove_liquidity,claim_rewards","add_liquidity,claim_rewards,swap,remove_liquidity,deposit,withdraw,repay,borrow",0.0,0.375,1.0,0.5454545454545454,1.0,0.0,0.0,0.02269023854633273,0.9663728255616953,0.9444455956249842
150,repay,"deposit,withdraw,borrow,repay,swap,add_liquidity,remove_liquidity,claim_rewards","deposit,repay,withdraw,borrow,add_liquidity,claim_rewards,swap,remove_liquidity",0.0,0.125,1.0,0.2222222222222222,1.0,0.0,0.0,0.02191041550255481,0.9650169591029566,0.943873036561977
151,"add_liquidity,borrow","deposit,withdraw,borrow,repay,swap,add_liquidity,remove_liquidity,claim_rewards","swap,claim_rewards,add_liquidity,repay,borrow,deposit,remove_liquidity,withdraw",0.0,0.25,1.0,0.4,1.0,0.0,0.0,0.01520543419365222,0.9659294340393139,0.9512420575943021
152,"deposit,remove_liquidity","deposit,withdraw,borrow,repay,swap,add_liquidity,remove_liquidity,claim_rewards","add_liquidity,withdraw,swap,deposit,remove_liquidity,claim_rewards,borrow,repay",0.0,0.25,1.0,0.4,1.0,0.0,0.0,0.01700410359025339,0.965691742038998,0.9492710196210976
153,borrow,"deposit,withdraw,borrow,repay,swap,add_liquidity,remove_liquidity,claim_rewards","withdraw,deposit,add_liquidity,borrow,swap,repay,claim_rewards,remove_liquidity",0.0,0.125,1.0,0.2222222222222222,1.0,0.0,0.0,0.017682158233069997,0.9665835764504938,0.9494922927061917
154,"deposit,add_liquidity","deposit,withdraw,borrow,repay,swap,add_liquidity,remove_liquidity,claim_rewards","withdraw,repay,deposit,add_liquidity,swap,borrow,remove_liquidity,claim_rewards",0.0,0.25,1.0,0.4,1.0,0.0,0.0,0.013842183349435457,0.9660053283545222,0.9526337054828935
155,"repay,add_liquidity,remove_liquidity","deposit,withdraw,borrow,repay,swap,add_liquidity,remove_liquidity,claim_rewards","repay,deposit,add_liquidity,claim_rewards,swap,remove_liquidity,withdraw,borrow",0.0,0.375,1.0,0.5454545454545454,1.0,0.0,0.0,0.0015002973907956793,0.9661250821784217,0.9646756072384457
156,"withdraw,borrow,swap","deposit,withdraw,borrow,repay,swap,add_liquidity,remove_liquidity,claim_rewards","deposit,claim_rewards,withdraw,add_liquidity,borrow,swap,remove_liquidity,repay",0.0,0.375,1.0,0.5454545454545454,1.0,0.0,0.0,0.02098200888313089,0.9658942562318801,0.9456278543674367
157,deposit,"deposit,withdraw,borrow,repay,swap,add_liquidity,remove_liquidity,claim_rewards","remove_liquidity,borrow,deposit,add_liquidity,withdraw,claim_rewards,repay,swap",0.0,0.125,1.0,0.2222222222222222,1.0,0.0,0.0,0.013980029297109231,0.9653802349388028,0.9518841909714941
158,"remove_liquidity,claim_rewards,add_liquidity","deposit,withdraw,borrow,repay,swap,add_liquidity,remove_liquidity,claim_rewards","borrow,remove_liquidity,swap,claim_rewards,repay,add_liquidity,deposit,withdraw",0.0,0.375,1.0,0.5454545454545454,1.0,0.0,0.0,0.0017623172157486514,0.9662160738678022,0.9645132946466901
159,"borrow,swap","deposit,withdraw,borrow,repay,swap,add_liquidity,remove_liquidity,claim_rewards","repay,borrow,remove_liquidity,swap,claim_rewards,withdraw,add_liquidity,deposit",0.0,0.25,1.0,0.4,1.0,0.0,0.0,0.006186609885552275,0.9656461762165998,0.9596721000368662
160,deposit,"deposit,withdraw,borrow,repay,swap,add_liquidity,remove_liquidity,claim_rewards","repay,deposit,swap,remove_liquidity,withdraw,borrow,add_liquidity,claim_rewards",0.0,0.125,1.0,0.2222222222222222,1.0,0.0,0.0,0.015430884966824005,0.9659306653112392,0.9510255003288782
161,"claim_rewards,withdraw,add_liquidity","deposit,withdraw,borrow,repay,swap,add_liquidity,remove_liquidity,claim_rewards","claim_rewards,borrow,remove_liquidity,swap,withdraw,repay,add_liquidity,deposit",0.0,0.375,1.0,0.5454545454545454,1.0,0.0,0.0,0.003296595648576176,0.9659711841376006,0.9627867677353193
162,withdraw,"deposit,withdraw,borrow,repay,swap,add_liquidity,remove_liquidity,claim_rewards","borrow,claim_rewards,add_liquidity,withdraw,repay,remove_liquidity,swap,deposit",0.0,0.125,1.0,0.2222222222222222,1.0,0.0,0.0,0.005883984643986947,0.9655217768230596,0.9598406615147919
163,remove_liquidity,"deposit,withdraw,borrow,repay,swap,add_liquidity,remove_liquidity,claim_rewards","withdraw,repay,add_liquidity,deposit,remove_liquidity,claim_rewards,swap,borrow",0.0,0.125,1.0,0.2222222222222222,1.0,0.0,0.0,0.019669917404947564,0.965574691783544,0.9465819173478344
164,"add_liquidity,withdraw,repay","deposit,withdraw,borrow,repay,swap,add_liquidity,remove_liquidity,claim_rewards","swap,deposit,borrow,remove_liquidity,add_liquidity,claim_rewards,withdraw,repay",0.0,0.375,1.0,0.5454545454545454,1.0,0.0,0.0,0.0009392285450413332,0.9658582096943004,0.964951048093292
165,"withdraw,remove_liquidity","deposit,withdraw,borrow,repay,swap,add_liquidity,remove_liquidity,claim_rewards","withdraw,swap,borrow,remove_liquidity,repay,claim_rewards,deposit,add_liquidity",0.0,0.25,1.0,0.4,1.0,0.0,0.0,0.012352216526689675,0.9654698143710889,0.953544122173982
166,"swap,add_liquidity,remove_liquidity","deposit,withdraw,borrow,repay,swap,add_liquidity,remove_liquidity,claim_rewards","claim_rewards,deposit,withdraw,swap,add_liquidity,repay,remove_liquidity,borrow",0.0,0.375,1.0,0.5454545454545454,1.0,0.0,0.0,0.006637876180077881,0.9663945622972394,0.9599797548516031
167,"withdraw,swap,borrow","deposit,withdraw,borrow,repay,swap,add_liquidity,remove_liquidity,claim_rewards","deposit,claim_rewards,withdraw,repay,borrow,swap,add_liquidity,remove_liquidity",0.0,0.375,1.0,0.5454545454545454,1.0,0.0,0.0,0.00925483087393675,0.9661437284286288,0.9572022316220979
168,deposit,"deposit,withdraw,borrow,repay,swap,add_liquidity,remove_liquidity,claim_rewards","borrow,deposit,add_liquidity,remove_liquidity,claim_rewards,withdraw,repay,swap",0.0,0.125,1.0,0.2222222222222222,1.0,0.0,0.0,0.017156344798285376,0.9649442512979131,0.9483893350115056
169,"withdraw,add_liquidity,claim_rewards","deposit,withdraw,borrow,repay,swap,add_liquidity,remove_liquidity,claim_rewards","withdraw,repay,deposit,add_liquidity,claim_rewards,borrow,swap,remove_liquidity",0.0,0.375,1.0,0.5454545454545454,1.0,0.0,0.0,0.00847363334060588,0.9657880982318078,0.9576043640026619
170,"deposit,borrow","deposit,withdraw,borrow,repay,swap,add_liquidity,remove_liquidity,claim_rewards","repay,deposit,swap,borrow,add_liquidity,claim_rewards,remove_liquidity,withdraw",0.0,0.25,1.0,0.4,1.0,0.0,0.0,0.004223024080852742,0.9654844195616147,0.9614071556081136
171,"swap,repay","deposit,withdraw,borrow,repay,swap,add_liquidity,remove_liquidity,claim_rewards","borrow,swap,withdraw,repay,remove_liquidity,deposit,add_liquidity,claim_rewards",0.0,0.25,1.0,0.4,1.0,0.0,0.0,0.023535057076903093,0.9652890423753522,0.9425709096673156
172,"swap,deposit,add_liquidity","deposit,withdraw,borrow,repay,swap,add_liquidity,remove_liquidity,claim_rewards","claim_rewards,repay,swap,remove_liquidity,borrow,deposit,add_liquidity,withdraw",0.0,0.375,1.0,0.5454545454545454,1.0,0.0,0.0,0.007250329086806848,0.9659936852841011,0.9589899131700068
173,"borrow,withdraw","deposit,withdraw,borrow,repay,swap,add_liquidity,remove_liquidity,claim_rewards","borrow,swap,withdraw,claim_rewards,add_liquidity,remove_liquidity,repay,deposit",0.0,0.25,1.0,0.4,1.0,0.0,0.0,0.01974404047282778,0.9656414040762814,0.9465757411119413
174,"borrow,withdraw,repay","deposit,withdraw,borrow,repay,swap,add_liquidity,remove_liquidity,claim_rewards","borrow,swap,remove_liquidity,add_liquidity,withdraw,claim_rewards,repay,deposit",0.0,0.375,1.0,0.5454545454545454,1.0,0.0,0.0,0.0004246479183279117,0.9659290136832043,0.9655188339382907
175,"claim_rewards,deposit,add_liquidity","deposit,withdraw,borrow,repay,swap,add_liquidity,remove_liquidity,claim_rewards","borrow,claim_rewards,repay,deposit,withdraw,add_liquidity,remove_liquidity,swap",0.0,0.375,1.0,0.5454545454545454,1.0,0.0,0.0,0.015888567711881782,0.9656136505156678,0.9502714326459164
176,"claim_rewards,swap,repay","deposit,withdraw,borrow,repay,swap,add_liquidity,remove_liquidity,claim_rewards","claim_rewards,withdraw,add_liquidity,swap,deposit,borrow,repay,remove_liquidity",0.0,0.375,1.0,0.5454545454545454,1.0,0.0,0.0,0.002855842789129993,0.9680657987363716,0.9653011550056441
177,swap,"deposit,withdraw,borrow,repay,swap,add_liquidity,remove_liquidity,claim_rewards","repay,remove_liquidity,borrow,swap,add_liquidity,claim_rewards,withdraw,deposit",0.0,0.125,1.0,0.2222222222222222,1.0,0.0,0.0,0.00835051481648838,0.9661538769318981,0.9580859946675623
178,"claim_rewards,add_liquidity,swap","deposit,withdraw,borrow,repay,swap,add_liquidity,remove_liquidity,claim_rewards","repay,remove_liquidity,claim_rewards,borrow,add_liquidity,withdraw,swap,deposit",0.0,0.375,1.0,0.5454545454545454,1.0,0.0,0.0,0.005529161284318038,0.9657902259554659,0.9604502160293347
179,"add_liquidity,remove_liquidity","deposit,withdraw,borrow,repay,swap,add_liquidity,remove_liquidity,claim_rewards","deposit,add_liquidity,swap,withdraw,claim_rewards,remove_liquidity,borrow,repay",0.0,0.25,1.0,0.4,1.0,0.0,0.0,0.01931793829207154,0.9656110688136325,0.9469574537721301
180,claim_rewards,"deposit,withdraw,borrow,repay,swap,add_liquidity,remove_liquidity,claim_rewards","withdraw,repay,claim_rewards,swap,add_liquidity,borrow,remove_liquidity,deposit",0.0,0.125,1.0,0.2222222222222222,1.0,0.0,0.0,0.01407449601531147,0.9658013453690257,0.9522081781820328
